date,open,high,low,close
2021-05-31,2373.63,2713.94,2284.51,2698.91
2021-05-31,2392.82,undefined,undefined,undefined
2021-05-30,2284.03,2466.51,2190.48,2390.29
2021-05-30,2283.55,undefined,undefined,undefined
2021-05-29,2406.28,2564.12,2210,2278.44
2021-05-29,2408.55,undefined,undefined,undefined
2021-05-28,2730.02,2756.99,2340.27,2419.54
2021-05-27,2873.66,2877.3015706266883,2642.11,2736.78
2021-05-27,2889.8399999999997,undefined,undefined,undefined
2021-05-26,2704.02,2910.16,2651.23,2884.0599999999995
2021-05-26,2707.56,undefined,undefined,undefined
2021-05-25,2635.6,2750.629287173198,2394.48,2697.210169779993
2021-05-24,2115.75,2665.32,2085.95,2646.53
2021-05-24,2107.812866553292,undefined,undefined,undefined
2021-05-23,2289.32,2381.442496544678,1736.8336199062408,2113.1531613649718
2021-05-22,2441.27,2483.825547232271,2166.67,2294.348712251491
2021-05-21,2774.514775741053,2939.0062053806905,2105.59,2431.6185171279626
2021-05-20,2442.614147126982,2998.48,2170.72,2787.793510021464
2021-05-19,3386.3124927371355,3441.523802462365,1955.7116407948097,2461.2370543479888
2021-05-18,3283.29,3565.199168159285,3245.65185490437,3379.6499481592678
2021-05-17,3588.29,3588.29,3121.499828411196,3285.072792384807
2021-05-16,3627.19,3877.02,3354.66,3587.39
2021-05-16,3642.2800000000007,undefined,undefined,undefined
2021-05-15,4094.9900000000002,4130.56,3642.02,3647.6
2021-05-15,4083.78,undefined,undefined,undefined
2021-05-14,3708.95,4174.59,3701.258493158776,4079.28
2021-05-14,3715.0100000000007,undefined,undefined,undefined
2021-05-13,3825,4044.97,3550.14,3720.19
2021-05-12,4172.33,4374.321476026522,3761.12,3761.12
2021-05-11,3946.9600000000005,4182.19,3786.0232169383244,4173.497970872565
2021-05-10,3922.96,4204.54,3713.92,3951.4406169237072
2021-05-10,3933.1307575748347,undefined,undefined,undefined
2021-05-09,3917.2352494166735,3980.8856285521933,3738.765674540894,3934.95614314839
2021-05-08,3484.200222728871,3955.9949013347637,3455.325603011276,3908.6701243650214
2021-05-07,3492.459978134096,3591.635184416719,3369.305742851913,3488.241248152361
2021-05-06,3529.0703822656956,3602.107328497409,3390.1100000000006,3492.588089212602
2021-05-05,3240.640744598555,3548.294447457023,3210.242921439364,3528.5299999999997
2021-05-04,3432.945037039985,3528.5204641973487,3174.7993031598003,3252.3189114580646
2021-05-03,2951.6863803228102,3453.645618025468,2951.6863803228102,3432.64
2021-05-02,2948.92,2985.2199999999993,2860.3,2952.99
2021-05-02,2948.2097674002025,undefined,undefined,undefined
2021-05-01,2776.4438924203214,2954.9,2759.5,2949.8731217138156
2021-04-30,2758.439058789445,2797.7374490012285,2728.1840709117087,2775.736160926577
2021-04-29,2750.2618251777885,2799.9999999999995,2673.236140485047,2758.84
2021-04-28,2667.8621721579093,2760.9581249902135,2565.208443144954,2749.038476734195
2021-04-27,2534,2680.193671103278,2485.76,2666.573549723548
2021-04-26,2318.42,2538.65,2306.43,2538.65
2021-04-26,2322.16,undefined,undefined,undefined
2021-04-25,2231,2357.68,2172.33,2317.41
2021-04-25,2216.15,undefined,undefined,undefined
2021-04-24,2357.94,2357.94,2167.31,2213.8
2021-04-24,2366.24,undefined,undefined,undefined
2021-04-23,2414.92,2436.85,2115.91,2371.15
2021-04-22,2370.46,2642.74,2316.47,2402.23
2021-04-21,2343.28,2469.01,2238.41,2366.5319480855896
2021-04-21,2332.6,undefined,undefined,undefined
2021-04-20,2170.81,2348,2056.17,2328.6
2021-04-20,2163.82,undefined,undefined,undefined
2021-04-19,2250.23,2281.270489863716,2081.441336931174,2168.9643038413524
2021-04-19,2242.714991983891,undefined,undefined,undefined
2021-04-18,2326.18,2340.135861068525,1982.879806629287,2240.94
2021-04-18,2317.0396813476636,undefined,undefined,undefined
2021-04-17,2421.891770182209,2495.388758488322,2317.9763485269686,2318.4813512103606
2021-04-16,2516.645382364011,2545.7965853361834,2319.7450525075537,2427.1
2021-04-15,2431.9955430449586,2544.9900985384206,2403.759896391722,2517.9425059972373
2021-04-14,2301.245808351661,2446.2022228973547,2283.531197807622,2431.394538125541
2021-04-13,2138.345296465069,2315.975250003453,2136.83077521727,2298.8494947402737
2021-04-12,2150.54,2198.947036726137,2106.246000847391,2138.499081408773
2021-04-12,2150.41,undefined,undefined,undefined
2021-04-11,2132.08,2161.9,2113.15,2149.18
2021-04-11,2133.72,undefined,undefined,undefined
2021-04-10,2066.74,2194.35,2058.44,2132.99
2021-04-09,2079.0553381705013,2099.9,2051.06,2067.34
2021-04-09,2081.29,undefined,undefined,undefined
2021-04-08,1967.4999999999998,2084.26,1953.4199999999998,2078.586152538917
2021-04-08,1964.23,undefined,undefined,undefined
2021-04-07,2113,2128.05,1938.31,1968.69
2021-04-06,2115.97,2150.9860615014695,2049.41,2113
2021-04-06,2105.82,undefined,undefined,undefined
2021-04-05,2078.46,2127.9173348954164,2005.4445433625935,2102.98
2021-04-05,2076.98,undefined,undefined,undefined
2021-04-04,2008.9328414428223,2092.482165723975,1982.7245941065712,2077.531947205669
2021-04-03,2134.347459740499,2137.304722446728,2005.8657780008036,2011.2691881524547
2021-04-02,1968.1301357951293,2143.4909753041525,1950.8625585724612,2135.380161930241
2021-04-01,1919.7174343847973,1981.1200814035585,1889.8568758840163,1968.1535944559425
2021-03-31,1841.6067525546478,1947.548387809389,1775.070573261893,1915.5129106792074
2021-03-30,1822.18,1859.2208711158603,1787.2816728195985,1841.0797878260737
2021-03-29,1684.07,1838.8755271335172,1676.5,1816.9758420946964
2021-03-29,1687.19,undefined,undefined,undefined
2021-03-28,1713.88,1724.1999999999998,1662.13,1685.19
2021-03-27,1700.1,1729.79,1669.49,1713.88
2021-03-26,1587.08,1700.33,1587.08,1700.33
2021-03-25,1581.79,1621.18,1549.94,1588.52
2021-03-25,1584.58,undefined,undefined,undefined
2021-03-24,1672.54,1738.04,1555.39,1584.77
2021-03-24,1671.8999999999999,undefined,undefined,undefined
2021-03-23,1683.53,1721.3800000000003,1654.1,1669.9600000000003
2021-03-22,1784,1805.6,1657.24,1684.2700000000002
2021-03-21,1801.1500000000003,1816.8319063590436,1748.26,1784.79
2021-03-20,1808.8599999999997,1867,1801.2099999999998,1805.1099999999997
2021-03-20,1810.29,undefined,undefined,undefined
2021-03-19,1776.56,1840.42,1735.81,1809.84
2021-03-18,1829.11,1848.4696614889094,1761.42,1776.6748294320853
2021-03-17,1812,1839.39,1746.0464638673739,1825.0774514360066
2021-03-16,1795.3818350516844,1818.5539732564432,1715.0338108140056,1805.3700403667806
2021-03-15,1848.412960628658,1890,1744.6482362375136,1790
2021-03-14,1891.4406692701903,undefined,undefined,undefined
2021-03-14,1891.4406692701903,1906.5638171486016,1839.224768391983,1851.574586499726
2021-03-13,1767.79,1943.55,1731.33,1909.62
2021-03-12,1833.58,1835.66,1722.4099999999999,1773.24
2021-03-12,1827.0399999999997,undefined,undefined,undefined
2021-03-11,1778.04,1845.65,1729.13,1825.33
2021-03-10,1876.53,1877.27,1759.4,1800
2021-03-10,1871.99,undefined,undefined,undefined
2021-03-09,1839.01,1869.13,1806.29,1868.38
2021-03-08,1739.33,1838.96,1670.8499999999997,1831.15
2021-03-08,1724.79,undefined,undefined,undefined
2021-03-07,1658.68,1730.94,1635.37,1721.56
2021-03-07,1651.6600000000003,undefined,undefined,undefined
2021-03-06,1534.82,1670.8,1516.35,1656.7799999999997
2021-03-05,1540.86,1549.4225486639746,1444.3,1532.51
2021-03-05,1539.69,undefined,undefined,undefined
2021-03-04,1563.6199999999997,1624.52,1505.32,1540.56
2021-03-04,1567.86,undefined,undefined,undefined
2021-03-03,1485.04,1656.8254682416234,1477.78,1575.2055072357946
2021-03-03,1493.3859657685434,undefined,undefined,undefined
2021-03-02,1572.9,1603.61,1458.86,1492.9500178610376
2021-03-01,1422.393761491446,1573.7633582404264,1414.047295436966,1571.7443352878615
2021-02-28,1460.4259366288877,1470.1602096868548,1294.6928298208004,1417.325372655754
2021-02-27,1445.2390501886928,1526.806130990671,1429.4350390057114,1461.523550471869
2021-02-26,1482.518680921737,1563.92,1401.5429082342832,1443.2092786617204
2021-02-25,1625.3,1672.35490294052,1458.8281538267768,1467.0558429534485
2021-02-24,1585,1712.0000000000002,1505.3257260732084,1629.4133295907325
2021-02-23,1779.68,1780.3009592001456,1366.5279050523918,1572.3
2021-02-23,1778.3876222515905,undefined,undefined,undefined
2021-02-22,1937.3900000000003,1937.3900000000003,1527.08,1780.7841815148968
2021-02-21,1914.61,1975.5437697457307,1886.66,1935.8099999999997
2021-02-20,1957.1752757003962,2037.8320606455459,1816.475900623739,1917.954915926294
2021-02-19,1939.3249113330376,1974.4000000000003,1892.922202999974,1958.076242297333
2021-02-18,1850.82886525036,1950,1850.82886525036,1934.1429030345491
2021-02-17,1785.674192597742,1855.053891819997,1735.4955583030082,1851.1429900491366
2021-02-16,1776.8436718477299,1825.9233853384267,1732.331898416748,1781.0339453198187
2021-02-15,1806.9228220923662,1836.0413174140328,1664.856454357139,1783.525598960508
2021-02-15,1803.6695946757604,undefined,undefined,undefined
2021-02-14,1817.838911176603,1851.459850338844,1788.3160022924985,1804.7326444251012
2021-02-13,1848.6449277674985,1873.3349678158925,1767.1259287574599,1816.282189001554
2021-02-12,1789.6024423417005,1865.3173579961901,1741.4456239884876,1845.3349152992855
2021-02-11,1747.2507702313453,1816.2562791098892,1708.371139046729,1785.8200727756212
2021-02-11,1744.5426480586837,undefined,undefined,undefined
2021-02-10,1774.8366927671232,1836.622074878092,1685.748863476109,1745.12709152126
2021-02-10,1771.6096188214826,undefined,undefined,undefined
2021-02-09,1756.378719212651,1821.842438721428,1712.044056157375,1770.9009563797829
2021-02-09,1752.5997492342551,undefined,undefined,undefined
2021-02-08,1606.9208083637752,1777.0659334637244,1569.909113431517,1753.086423799146
2021-02-08,1616.3892045653308,undefined,undefined,undefined
2021-02-07,1675.0646820694192,1693.6576592320096,1495.878417025249,1616.6576945417728
2021-02-07,1679.4318884478348,undefined,undefined,undefined
2021-02-06,1723.176872362099,1743.4104239301055,1649.868682191552,1680.3847768204691
2021-02-06,1723.18242418671,undefined,undefined,undefined
2021-02-05,1605.8287640348658,1760.8876907910326,1593.963797459217,1720.3566295500277
2021-02-05,1597.3618784806652,undefined,undefined,undefined
2021-02-04,1666.6615034416482,1695.2807824903282,1561.2243957216986,1597.9376353591804
2021-02-03,1521.4284311154506,undefined,undefined,undefined
2021-02-03,1521.4284311154506,1669.4591370661126,1511.3476995367578,1664.6992660495073
2021-02-02,1387.2791592524206,1545.9258549078866,1364.704687448907,1516.8926276060995
2021-02-01,1282.8831690072193,1376.6385585988137,1274.8008181943944,1367.9106594278915
2021-02-01,1313.5761976343476,undefined,undefined,undefined
2021-01-31,1373.3715042344384,1379.8924514938524,1284.6298515958686,1314.1780163904357
2021-01-30,1405.433938811217,1405.433938811217,1327.204877577232,1378.101978878126
2021-01-30,1383.0025648064109,undefined,undefined,undefined
2021-01-29,1339.5334219899137,1434.373035314752,1291.9667811877785,1381.440138771423
2021-01-29,1331.1375107659549,undefined,undefined,undefined
2021-01-28,1247.6570474135847,1359.422652944191,1223.0013560357763,1335.0917823851412
2021-01-28,1248.168542023762,undefined,undefined,undefined
2021-01-27,1366.98268927978,1366.98268927978,1212.4342800363509,1251.1425276046234
2021-01-27,1364.5440038722325,undefined,undefined,undefined
2021-01-26,1316.3209978875627,1374.7818929355803,1250.445679945742,1353.981179084243
2021-01-26,1319.681655272209,undefined,undefined,undefined
2021-01-25,1392.8031010132365,1474.527736258728,1298.0584102245741,1320.534189053152
2021-01-25,1394.892409550959,undefined,undefined,undefined
2021-01-24,1225.7246097419445,1398.7459907754167,1224.8353636385448,1396.4071703715197
2021-01-24,1233.075415183192,undefined,undefined,undefined
2021-01-23,1225.245041440091,1272.0344570534699,1198.2378578828925,1231.1977752896307
2021-01-23,1238.2107661835944,undefined,undefined,undefined
2021-01-22,1108.9854941151086,1272.6734897508177,1044.844302146486,1238.8617998498207
2021-01-22,1117.3352829143757,undefined,undefined,undefined
2021-01-21,1385.9490117327846,1385.9490117327846,1093.2452287276044,1118.9692994189368
2021-01-21,1376.481560638547,undefined,undefined,undefined
2021-01-20,1345.4985996197233,1387.4496273112038,1238.5980497866924,1379.4634420405616
2021-01-20,1374.6841593370073,undefined,undefined,undefined
2021-01-19,1272.5365202415435,undefined,undefined,undefined
2021-01-19,1272.5365202415435,1435.3934202220248,1253.5821542626568,1377.49901943429
2021-01-18,1238.1576636600387,1260.2459606267455,1186.395319978568,1258.6956536500325
2021-01-18,1233.0410604568845,undefined,undefined,undefined
2021-01-17,1214.5403510213441,1268.218608874868,1168.383186970728,1230.9036704430314
2021-01-17,1228.4287279167654,undefined,undefined,undefined
2021-01-16,1179.166708660795,1291.3570446390972,1153.629662809578,1232.4073180835376
2021-01-16,1171.9600846364015,undefined,undefined,undefined
2021-01-15,1238.3140826113467,1253.1285041462663,1074.01003493451,1172.005317250941
2021-01-15,1226.5474945012077,undefined,undefined,undefined
2021-01-14,1143.2740145632147,1245.9379368193613,1088.505015599945,1219.1961510507483
2021-01-14,1131.3679539638933,undefined,undefined,undefined
2021-01-13,1041.457901495474,1135.8419296073844,992.3392278084256,1130.084811652005
2021-01-13,1049.423933809391,undefined,undefined,undefined
2021-01-12,1080.1306110112337,1148.0992474333148,1010.1084157764265,1044.7182013903418
2021-01-12,1091.9570393948777,undefined,undefined,undefined
2021-01-11,1246.0980699114948,1246.0980699114948,914.3142618962946,1088.9765797656405
2021-01-10,1289.6700000000003,1349.87,1174.1460692230332,1259.2726663137992
2021-01-09,1231.8469625262533,1307.42,1176.7816739592577,1279.4
2021-01-09,1217.8190645765549,undefined,undefined,undefined
2021-01-08,1222.4121758999222,1272.326525059545,1071.4247405859503,1219.8792441104831
2021-01-08,1224.1326850123778,undefined,undefined,undefined
2021-01-07,1216.6626808298693,1288.5853703369582,1157.0062493152154,1222.8051553354726
2021-01-07,1209.0453440886133,undefined,undefined,undefined
2021-01-06,1109.8623544757581,1212.7122818090597,1060.0551358714126,1212.7122818090597
2021-01-05,1048.5543751315683,1131.20779385241,977.3144228733795,1099.4229580403553
2021-01-04,988.5238265117969,undefined,undefined,undefined
2021-01-04,988.5238265117969,1158.3640077618113,898.0195795747403,1040.8474838626782
2021-01-03,778.1925675280806,1008.038372165883,770.5139140898758,964.8079152199078
2021-01-03,775.1390984789116,undefined,undefined,undefined
2021-01-02,727.561544955209,787.7823212977722,716.6285836189609,775.6929968590531
2021-01-02,730.1145904444796,undefined,undefined,undefined
2021-01-01,738.526091686949,749.4424505326872,716.7782787473584,729.9618428165575
2021-01-01,737.19262442485,undefined,undefined,undefined
2020-12-31,753.4125718120187,755.1490418613637,724.8893739449344,737.8117550789847
2020-12-31,752.3996987933909,undefined,undefined,undefined
2020-12-30,734.2055078466159,756.1218324879459,719.9971409502679,752.2462695138959
2020-12-30,731.7431019736995,undefined,undefined,undefined
2020-12-29,731.4184801568238,738.845314071228,689.9954838890952,732.2912287307016
2020-12-29,729.6221658104802,undefined,undefined,undefined
2020-12-28,687.8791083709357,746.7597318193501,683.5923670457535,730.4373383733812
2020-12-28,682.1437792540348,undefined,undefined,undefined
2020-12-27,638.5076062478296,712.6161895369831,626.0197406497025,682.2730354651284
2020-12-27,635.9738198093075,undefined,undefined,undefined
2020-12-26,628.6046210461889,651.5364842716042,615.4909340654425,636.4694713003475
2020-12-26,626.5836395568473,undefined,undefined,undefined
2020-12-25,615.1473803925743,633.4608002482698,605.2599664395173,626.422980837066
2020-12-25,612.6077476340434,undefined,undefined,undefined
2020-12-24,579.6930576063451,614.9284641483343,566.5430642649891,612.0295942405338
2020-12-24,584.0731078585319,undefined,undefined,undefined
2020-12-23,636.242993953887,637.6853850390764,552.6790852003963,584.1985642501293
2020-12-22,609.3650495167211,637.6306640046352,588.2813752282239,637.6306640046352
2020-12-21,635.1576418289446,647.6636563152679,599.1031941432866,609.4698602290188
2020-12-20,656.2794873827078,660.3492827422207,623.6707746537128,638.1084081902583
2020-12-19,655.1125290526936,669.6486747123816,646.2759050081229,659.5165639998281
2020-12-18,640.9861836534208,663.6714749142585,629.7125865978275,655.0076630073252
2020-12-17,640.3165887641798,675.8560872681179,628.2747627077648,642.843662345256
2020-12-16,589.2456269001681,638.525389512819,581.3211951048546,637.765816003286
2020-12-16,589.0811550698043,undefined,undefined,undefined
2020-12-15,587.0517891248463,596.564390118793,580.1805636102666,589.269488172903
2020-12-14,590.0171399342095,591.3879236769076,576.060838838793,586.3170170632575
2020-12-13,568.7790640376395,594.7310810795858,564.113934418106,590.288872256622
2020-12-12,545.831181385572,573.7350532747015,545.8241649004686,567.9546321233361
2020-12-11,559.9681688060556,560.0948650176941,536.6039837480919,545.2052871727692
2020-12-10,573.9290145894145,574.8450094838519,549.1802302242935,558.5064466850556
2020-12-09,554.8192450767056,577.7084307652647,531.187178148795,573.3586030033067
2020-12-08,591.1307626241443,591.8160864000191,550.8678023008441,554.7577055601023
2020-12-08,591.3848587783384,undefined,undefined,undefined
2020-12-07,602.7255864226379,602.742262389462,584.8352259386565,591.6097143548461
2020-12-06,598.7261542456483,607.2885138173823,584.1861367817514,602.7363128377636
2020-12-05,567.2330081056701,597.2707045642893,561.6357962799134,597.2707045642893
2020-12-04,615.7055350239013,619.5565691120775,567.2975316975184,567.7261201367236
2020-12-03,597.3579431280484,622.6474479314286,587.5015608658948,616.374528974735
2020-12-02,585.4457059048966,603.6373887777339,577.3447997292142,598.2369710239107
2020-12-01,616.3764414668176,635.7547964872998,570.8152829572092,586.3264070613179
2020-11-30,578.17983350159,615.4998078359008,571.2490607622952,614.6735562458434
2020-11-29,537.8770580824788,576.4190083114493,531.3915317491264,576.2665645532712
2020-11-28,519.3717901485204,548.1314179134412,507.7779723883415,538.0384476770519
2020-11-27,520.9713892911791,530.9386143300708,496.0017960726064,518.2048263318342
2020-11-26,567.9622837440396,576.675723233401,485.1789631019275,518.800498553263
2020-11-25,605.170357596151,605.8457506869142,556.3239450112044,570.3167776349391
2020-11-24,608.9248234482676,621.7654232867666,594.1194237540657,605.0422592985864
2020-11-23,562.2983605211687,610.4762077667068,551.4803176125881,609.1893651202312
2020-11-22,551.6100613897263,580.5320622393674,513.4778089632098,559.7022595395147
2020-11-21,510.2209095924901,552.5243982943383,503.39111137766076,551.7373758581169
2020-11-21,510.00704232687883,undefined,undefined,undefined
2020-11-20,471.5353580617068,514.2225161795699,471.2906366080688,509.75460041431893
2020-11-19,479.63755417780357,480.3596310671499,465.6289529443315,471.6119160591558
2020-11-18,482.55037531029757,494.4112010400466,463.21365505499523,479.25947071039343
2020-11-17,460.37570290748727,484.5125643963757,460.25219241696163,482.6865689413172
2020-11-16,446.0614121946676,465.8655720028664,445.26226983260756,461.1582231253827
2020-11-15,461.17279445067544,462.4794643312177,441.5503272678672,446.67993134260666
2020-11-14,473.7437610237579,473.7437610237579,455.33963480350474,461.47346207831316
2020-11-13,462.995217693232,473.85265917137406,457.92353319261343,473.31378616869097
2020-11-12,463.5985131696097,470.03528320729725,452.53859309718445,462.7279581610429
2020-11-11,451.11442893442637,476.2964832240757,449.8322984072604,463.9205078561771
2020-11-10,443.38880153694805,454.94577782065693,439.60462543103876,450.7860385557084
2020-11-09,454.484312932236,459.08360036260575,435.4150515023659,444.4249446596249
2020-11-08,434.75429530804496,460.21279277404784,432.8101000620105,454.7826051645047
2020-11-07,456.1749264631265,468.3432627678253,427.1791343482871,435.5247853439587
2020-11-06,417.4616962698489,458.3700649417952,415.1883173406833,456.17143952181067
2020-11-05,403.60882427385025,420.5075193781576,396.8725607440122,416.6583506276466
2020-11-04,387.89078758314344,407.89533863420536,377.44842466949285,402.3175866457204
2020-11-03,382.9535171596225,389.73567256958137,370.748893192888,387.85587493774545
2020-11-02,396.98071559353167,404.1864440862445,379.1001991305064,383.5034637400189
2020-11-01,385.2658317514344,397.25032101416843,384.98500576911727,396.77035950777605
2020-10-31,382.58489684205426,393.17019138822513,380.9623484145158,386.64108175503134
2020-10-30,381.8363929495643,undefined,undefined,undefined
2020-10-30,381.8363929495643,384.8842284343606,374.60587932587083,382.7589276628781
2020-10-29,389.0391970646184,393.6432954412332,381.062824660329,386.5039698118483
2020-10-29,388.5886713435671,undefined,undefined,undefined
2020-10-28,404.1717229079649,408.9586138047639,381.2804337658267,388.6209058301684
2020-10-28,403.91782759159406,undefined,undefined,undefined
2020-10-27,393.0184476605093,409.69184161796534,390.31322863558825,404.3053031052802
2020-10-27,393.05435017535166,undefined,undefined,undefined
2020-10-26,405.30919059932444,411.1167071707315,383.62970404253684,393.67963395045234
2020-10-26,405.85303464827064,undefined,undefined,undefined
2020-10-25,412.21543741255215,417.2436603134793,404.91417043965754,405.84987275369303
2020-10-25,412.3996783020625,undefined,undefined,undefined
2020-10-24,409.6209159286633,416.62213517803144,407.42268133976194,412.373979447158
2020-10-24,409.49306607352617,undefined,undefined,undefined
2020-10-23,414.2504337000517,419.24225945336,402.1692883850968,409.5689209265076
2020-10-23,414.4014459251245,undefined,undefined,undefined
2020-10-22,391.9363992817313,420.62250530735497,391.9363992817313,414.49111427399447
2020-10-21,368.3313478264675,401.24805913043946,367.60865243741085,391.5887907601401
2020-10-20,379.39188530599444,380.66236382181927,366.39723103720615,368.20832405316196
2020-10-19,378.4563084848345,383.70260113604326,372.90720666087503,379.23735488689226
2020-10-18,368.516563208217,378.5697405557481,367.83287456708655,378.16485628526607
2020-10-17,365.52456171006367,370.3089774066494,363.5222060120199,368.41091273527695
2020-10-16,377.729674779917,379.7888831810361,361.7506689599377,365.45422475347317
2020-10-15,378.8369185417633,380.92558113647476,370.1622031392574,377.49197233190364
2020-10-14,381.07110396286487,387.0950998160726,373.6813636665793,378.82789641191766
2020-10-13,386.7648150980856,387.65587706878824,374.9564222761329,381.0601599576096
2020-10-12,374.10364091529993,395.00009993899573,365.9555466369221,386.83940079921086
2020-10-11,370.71481095394023,377.489252102511,369.091358594835,374.26849401682284
2020-10-10,365.07667105625166,377.97827018421225,364.95224617273624,370.97552860545335
2020-10-09,350.5254578444977,368.22782733753905,347.77507837912987,365.2974936427301
2020-10-08,342.26489259533133,352.92573569003963,334.466165306564,351.081094206258
2020-10-07,340.8708947303186,342.81359351166486,333.3896364698553,341.9427975077344
2020-10-07,340.3511341946846,undefined,undefined,undefined
2020-10-06,355.0406278684229,355.0406278684229,337.0881822497582,340.4987824120863
2020-10-05,352.35448172391744,355.2543981703067,348.8835687019799,353.4451871703858
2020-10-05,352.56946175789454,undefined,undefined,undefined
2020-10-04,346.00920429296553,354.01100273523497,344.0911827935478,352.4892703505972
2020-10-03,345.870620300725,350.9416260597496,344.0318758780915,345.8879314414323
2020-10-02,352.8112146034418,354.170684388972,335.08840596645234,345.6610054689907
2020-10-01,359.9866162871377,368.7336390639598,345.7308022167883,352.9961053207004
2020-09-30,359.92439225853263,360.9972593649444,351.985776215616,359.29396762865997
2020-09-29,353.78524317483624,360.6072239700022,350.8039587111839,359.8220261564011
2020-09-28,359.6374004184135,367.16250030534644,352.743140526004,353.94448059304307
2020-09-27,354.34325012631854,362.07072406122757,347.5755737155936,357.6347743097432
2020-09-26,352.0063274005086,356.0394956927717,346.82096041352537,354.13523924589344
2020-09-25,349.03764601409114,357.88241913927715,338.0995197526039,351.8050231017538
2020-09-24,320.481997535683,352.88609429006306,317.1052046536091,349.0580089110665
2020-09-23,344.1822505672368,344.4202835706357,314.99791359611595,319.78663111760216
2020-09-22,340.09569082269536,346.6926949564413,336.00265130217787,344.18586756669316
2020-09-21,370.7348823598672,375.57597283305836,331.73451800241116,340.50261533606306
2020-09-21,370.8887137137653,undefined,undefined,undefined
2020-09-20,385.1463087209551,385.38859326089414,365.7911933057402,370.5737068483333
2020-09-19,384.4289875015509,387.9843391852947,376.999146721829,385.34162526551495
2020-09-18,389.36979279621727,392.3712171593419,375.77052378761744,384.25497449567933
2020-09-17,364.7664537608228,394.1164452121501,363.5903625475848,389.2550414869986
2020-09-16,364.01657709719245,373.0501352564923,355.4025078826265,364.8711035213578
2020-09-15,377.2168373246882,381.56817714309295,362.780775980517,363.9893218592618
2020-09-14,366.18849312743214,383.7092633380551,356.0496684203833,376.8725368297759
2020-09-13,387.45746765892756,389.25843438816383,353.8824574549781,365.9291640767914
2020-09-12,373.9740138888732,388.1244266715674,365.3980412787194,387.7523774335597
2020-09-11,367.9768770851607,375.0316754206859,356.238683085363,374.1478183057117
2020-09-10,351.20680951213865,377.25980890653807,351.20680951213865,368.011252193033
2020-09-10,350.8031236618135,undefined,undefined,undefined
2020-09-09,336.7429806617783,358.9785604986588,330.9533006075064,350.71303784043596
2020-09-08,353.68642971612576,356.2486535739689,326.71684716749843,337.3599920782415
2020-09-07,352.7096368554909,358.35502049043356,324.16923434367476,353.37303627384193
2020-09-06,335.1121703960664,360.18548225002934,317.3991511187208,352.80483670161146
2020-09-05,386.06101202524223,393.94943463323614,312.51920287961366,335.30246387138146
2020-09-04,382.2509620231613,400.1082551657606,362.74543047986754,386.5151794965643
2020-09-03,439.4748593679907,449.7779932593625,375.6044317480565,382.11100566635497
2020-09-02,476.0677720462037,480.85266837057986,422.15214286067265,439.6554860033831
2020-09-01,433.9243575726045,488.11177313418466,430.1652134778188,476.0748650207823
2020-08-31,429.35723137739404,438.833852405336,418.71106133755956,433.8746090565479
2020-08-30,398.5996053744562,429.41451136551103,398.5996053744562,428.86578142296696
2020-08-29,395.74599786364826,405.57544813697496,392.390934192081,398.45434556776826
2020-08-28,383.1648422282244,397.63053347824047,379.95009150676077,395.2583643570552
2020-08-27,385.8227729539795,396.18461481884134,372.5765931291301,382.0109221589287
2020-08-26,382.5803583889931,392.3926959534687,377.6358208066754,385.6007773942776
2020-08-25,407.9197095648108,408.98937525206986,370.6416971599702,383.17284457854396
2020-08-24,390.72332422674253,410.3551789442731,387.8478202860566,408.24881245842835
2020-08-23,395.7084529530569,396.9845349428626,383.6708042587292,390.85107935684795
2020-08-22,388.0305432490874,396.95093797219977,379.8746098121123,395.804656994795
2020-08-21,416.03803005167964,418.79927567685337,385.3423459756957,387.3068437866581
2020-08-20,408.7528170367367,419.1180108646114,402.62686587673386,415.9390183980561
2020-08-19,423.5443197265956,426.6390201625379,394.1764423431068,405.90187445346726
2020-08-18,431.01648784927056,433.8735750525857,415.9246256950804,422.45540113689935
2020-08-17,434.49799812972054,446.3214970212417,420.7738460096304,430.11230453885526
2020-08-16,432.3868812376768,436.69974291376735,412.9242763020982,433.6924494199377
2020-08-15,438.4101108398867,442.7822381863589,428.85745027760083,433.0875146324642
2020-08-14,424.93148424092306,444.1803399813287,418.6981150820526,438.05081428516104
2020-08-13,386.7691925148576,431.01220860321536,377.2532176438605,424.0501834137416
2020-08-12,378.410359905832,389.2949011838445,366.7816863039474,387.006846805231
2020-08-11,395.8573172818122,398.10153707920927,367.6778139784641,378.8590733237886
2020-08-10,390.1907001427642,399.575660844944,386.604154290501,395.73766592808505
2020-08-09,398.42801895819366,400.0497233912946,384.41814758486834,390.02974187630883
2020-08-08,378.95818667709756,396.2796614401469,376.2281573686344,396.2796614401469
2020-08-07,394.89275870947336,398.1436575404109,365.3426030723576,379.63701241683515
2020-08-06,400.2589580289899,403.20231934136547,391.6988130994234,394.92025534259096
2020-08-05,389.98489422233393,407.2795162822181,384.4008494788662,401.00681813438655
2020-08-04,386.55817801801265,402.45885369772486,381.53786761532734,389.342668415125
2020-08-03,372.1565697607069,397.80149457450415,368.86044788592926,385.8641431709496
2020-08-02,387.5861355786127,414.2099233812116,330.66035315366526,372.2997711847936
2020-08-01,346.69593498064387,392.76911208230746,343.66916036060775,387.84858303701884
2020-07-31,335.1631641549828,349.2416254912277,329.24633167939373,346.7187116707386
